freq_hz,freq_word,xr,xi,yr,yi,x_mag_db,y_mag_db
1.017447753906250000e+04,2.427610000000000000e+05,1.226898580789566040e-01,4.702714458107948303e-02,7.564040273427963257e-02,-3.907868638634681702e-02,-1.762849617004394531e+01,-2.139744949340820312e+01
1.018248046875000000e+04,2.429510000000000000e+05,1.277395486831665039e-01,2.570164948701858521e-02,6.734558939933776855e-02,-5.081942677497863770e-02,-1.770114326477050781e+01,-2.147639465332031250e+01
1.019048925781250000e+04,2.431420000000000000e+05,1.237581744790077209e-01,6.394296139478683472e-02,8.310236036777496338e-02,-3.258227184414863586e-02,-1.712091064453125000e+01,-2.098672103881835938e+01
1.019850488281250000e+04,2.433570000000000000e+05,-3.912524133920669556e-02,-1.276712715625762939e-01,-7.843931019306182861e-02,-3.579190373420715332e-02,-1.748830604553222656e+01,-2.128789901733398438e+01
1.020652636718750000e+04,2.435480000000000000e+05,5.503246188163757324e-02,-1.233014240860939026e-01,-3.606343269348144531e-02,-7.921141386032104492e-02,-1.739170074462890625e+01,-2.120616149902343750e+01
1.021455468750000000e+04,2.437390000000000000e+05,-1.272594183683395386e-01,-6.725136190652847290e-02,-8.544941991567611694e-02,3.306823596358299255e-02,-1.683658409118652344e+01,-2.075973510742187500e+01
1.022258886718750000e+04,2.439300000000000000e+05,-1.081433668732643127e-01,-9.857410937547683716e-02,-9.206189215183258057e-02,1.112683862447738647e-02,-1.669346046447753906e+01,-2.065542030334472656e+01
1.023062988281250000e+04,2.441210000000000000e+05,1.213729605078697205e-01,3.737649694085121155e-02,7.017337530851364136e-02,-4.266980662941932678e-02,-1.792408752441406250e+01,-2.171017074584960938e+01
1.023867675781250000e+04,2.443120000000000000e+05,7.959056645631790161e-02,1.070193946361541748e-01,8.560545742511749268e-02,7.129737176001071930e-03,-1.749877548217773438e+01,-2.131995010375976562e+01
1.024672949218750000e+04,2.445020000000000000e+05,1.116929426789283752e-01,5.967468768358230591e-02,7.676639407873153687e-02,-2.835714630782604218e-02,-1.794893646240234375e+01,-2.174106407165527344e+01
1.025478906250000000e+04,2.446930000000000000e+05,-3.390067070722579956e-02,1.112426072359085083e-01,3.919515758752822876e-02,6.457372754812240601e-02,-1.868889236450195312e+01,-2.243666076660156250e+01
1.026285546875000000e+04,2.448840000000000000e+05,-1.185660809278488159e-01,-3.142535686492919922e-02,-6.641550362110137939e-02,4.378714412450790405e-02,-1.822594261169433594e+01,-2.198710632324218750e+01
1.027092773437500000e+04,2.450750000000000000e+05,-9.256713092327117920e-04,1.186757311224937439e-01,5.695449560880661011e-02,5.181946232914924622e-02,-1.851249885559082031e+01,-2.227013397216796875e+01
1.027900585937500000e+04,2.452660000000000000e+05,-1.380772143602371216e-01,2.283358015120029449e-02,-4.669238626956939697e-02,7.588257640600204468e-02,-1.708038902282714844e+01,-2.100270080566406250e+01
1.028709082031250000e+04,2.454570000000000000e+05,9.811214357614517212e-02,7.783009856939315796e-02,7.968465983867645264e-02,-1.421938557177782059e-02,-1.804556655883789062e+01,-2.183636856079101562e+01
1.029518261718750000e+04,2.456480000000000000e+05,1.244854331016540527e-01,3.558343509212136269e-03,5.484762415289878845e-02,-5.849095806479454041e-02,-1.809408378601074219e+01,-2.191825866699218750e+01
1.030328027343750000e+04,2.458390000000000000e+05,-1.612444035708904266e-02,-1.083676442503929138e-01,-5.947567149996757507e-02,-3.929644450545310974e-02,-1.920690536499023438e+01,-2.294002342224121094e+01
1.031138378906250000e+04,2.460300000000000000e+05,-1.463161502033472061e-02,-1.240858957171440125e-01,-6.601984053850173950e-02,-4.576264694333076477e-02,-1.806558418273925781e+01,-2.190249252319335938e+01
1.031949414062500000e+04,2.462200000000000000e+05,1.307742744684219360e-01,3.564571216702461243e-02,7.204924523830413818e-02,-4.797715321183204651e-02,-1.735831069946289062e+01,-2.125349998474121094e+01
1.032761132812500000e+04,2.464350000000000000e+05,2.049751393496990204e-02,1.407247930765151978e-01,7.601146399974822998e-02,4.852529242634773254e-02,-1.694141197204589844e+01,-2.089778900146484375e+01
1.033573437500000000e+04,2.466260000000000000e+05,9.944685548543930054e-02,-1.093578711152076721e-01,-1.209921017289161682e-02,-9.215799719095230103e-02,-1.660571861267089844e+01,-2.063512039184570312e+01
1.034386425781250000e+04,2.468170000000000000e+05,-1.445394158363342285e-01,2.975318208336830139e-02,-4.445430263876914978e-02,8.140756189823150635e-02,-1.662004089355468750e+01,-2.065330886840820312e+01
1.035200000000000000e+04,2.470080000000000000e+05,7.532109320163726807e-02,-1.225556507706642151e-01,-2.784768864512443542e-02,-8.666518330574035645e-02,-1.684173202514648438e+01,-2.081636810302734375e+01
1.036014257812500000e+04,2.471990000000000000e+05,-5.449307337403297424e-02,-1.283078789710998535e-01,-8.447362482547760010e-02,-2.701989561319351196e-02,-1.711473274230957031e+01,-2.104253387451171875e+01
1.036829101562500000e+04,2.473900000000000000e+05,4.141266644001007080e-02,-1.240852177143096924e-01,-4.231277480721473694e-02,-7.211063057184219360e-02,-1.766695404052734375e+01,-2.155503273010253906e+01
1.037644628906250000e+04,2.475810000000000000e+05,-1.046849340200424194e-01,4.713365435600280762e-02,-2.215209603309631348e-02,7.067047059535980225e-02,-1.880067634582519531e+01,-2.260820770263671875e+01
1.038460839843750000e+04,2.477950000000000000e+05,1.235186159610748291e-01,-6.636555492877960205e-02,1.932907104492187500e-02,-8.672845363616943359e-02,-1.706389236450195312e+01,-2.102623748779296875e+01
1.039277636718750000e+04,2.479860000000000000e+05,1.353478729724884033e-01,-2.630455978214740753e-02,4.377943649888038635e-02,-7.591725140810012817e-02,-1.720995521545410156e+01,-2.114635086059570312e+01
1.040095019531250000e+04,2.481770000000000000e+05,-6.400395184755325317e-03,1.282468289136886597e-01,5.896244198083877563e-02,5.720110610127449036e-02,-1.782826423645019531e+01,-2.170790481567382812e+01
1.040913183593750000e+04,2.483680000000000000e+05,1.262357532978057861e-01,-1.531892456114292145e-02,4.562665522098541260e-02,-6.734224408864974976e-02,-1.791286277770996094e+01,-2.179353904724121094e+01
1.041731835937500000e+04,2.485590000000000000e+05,3.030675649642944336e-02,-1.364935934543609619e-01,-5.308373644948005676e-02,-7.109399884939193726e-02,-1.708875465393066406e+01,-2.103901672363281250e+01
1.042551269531250000e+04,2.487740000000000000e+05,6.972515955567359924e-03,1.466045677661895752e-01,7.315848767757415771e-02,5.556068196892738342e-02,-1.666723632812500000e+01,-2.073701095581054688e+01
1.043371289062500000e+04,2.489640000000000000e+05,-1.348987221717834473e-01,-2.673242986202239990e-02,-6.858620047569274902e-02,5.375038832426071167e-02,-1.723255920410156250e+01,-2.119577026367187500e+01
1.044191894531250000e+04,2.491550000000000000e+05,-1.280220896005630493e-01,-4.577248543500900269e-02,-7.514162361621856689e-02,4.249953478574752808e-02,-1.733185768127441406e+01,-2.127699279785156250e+01
1.045013281250000000e+04,2.493460000000000000e+05,-9.603419154882431030e-02,1.024296432733535767e-01,9.781424887478351593e-03,8.804190903902053833e-02,-1.705216598510742188e+01,-2.105293273925781250e+01
1.045835253906250000e+04,2.495370000000000000e+05,3.269952535629272461e-02,-1.421620696783065796e-01,-5.484732240438461304e-02,-7.292060554027557373e-02,-1.672042465209960938e+01,-2.079582214355468750e+01
1.046657812500000000e+04,2.497520000000000000e+05,8.526984602212905884e-02,1.208717674016952515e-01,9.158801287412643433e-02,7.382921408861875534e-03,-1.659934234619140625e+01,-2.073509979248046875e+01
1.047481054687500000e+04,2.499430000000000000e+05,8.170172572135925293e-02,1.182388067245483398e-01,8.969648927450180054e-02,8.815995417535305023e-03,-1.684962463378906250e+01,-2.090273857116699219e+01
1.048304980468750000e+04,2.501340000000000000e+05,-8.573219925165176392e-02,1.142013445496559143e-01,2.010478451848030090e-02,8.749909698963165283e-02,-1.690541076660156250e+01,-2.093649101257324219e+01
1.049129492187500000e+04,2.503250000000000000e+05,-1.321481019258499146e-01,5.448510870337486267e-02,-2.750565297901630402e-02,8.549594879150390625e-02,-1.689694404602050781e+01,-2.093335342407226562e+01
1.049954687500000000e+04,2.505390000000000000e+05,-9.905101358890533447e-02,-1.049256026744842529e-01,-9.034142643213272095e-02,4.991770721971988678e-03,-1.681509208679199219e+01,-2.086902236938476562e+01
1.050780566406250000e+04,2.507300000000000000e+05,-1.119008734822273254e-01,-8.844275027513504028e-02,-8.776059746742248535e-02,1.766853965818881989e-02,-1.691565132141113281e+01,-2.096145439147949219e+01
1.051607031250000000e+04,2.509210000000000000e+05,1.385693252086639404e-01,4.838178679347038269e-02,7.833447307348251343e-02,-4.710794240236282349e-02,-1.666708755493164062e+01,-2.078030395507812500e+01
1.052434179687500000e+04,2.511120000000000000e+05,5.097365938127040863e-03,1.461044698953628540e-01,7.176718115806579590e-02,5.640572309494018555e-02,-1.670144653320312500e+01,-2.079243659973144531e+01
1.053262011718750000e+04,2.513270000000000000e+05,1.467929780483245850e-01,6.454121321439743042e-03,6.167244911193847656e-02,-6.755893677473068237e-02,-1.665750694274902344e+01,-2.077393722534179688e+01
1.054090429687500000e+04,2.515180000000000000e+05,-5.143942683935165405e-02,-1.370298266410827637e-01,-8.618872612714767456e-02,-3.030959330499172211e-02,-1.669116020202636719e+01,-2.078460693359375000e+01
1.054919531250000000e+04,2.517080000000000000e+05,6.601186841726303101e-02,-1.319621205329895020e-01,-3.685694560408592224e-02,-8.392214775085449219e-02,-1.662110137939453125e+01,-2.075650215148925781e+01
1.055749218750000000e+04,2.518990000000000000e+05,-1.175445243716239929e-01,8.851818740367889404e-02,-4.138355143368244171e-03,9.118538349866867065e-02,-1.664498329162597656e+01,-2.079255867004394531e+01
1.056579687500000000e+04,2.521140000000000000e+05,-1.240582689642906189e-01,-8.004780113697052002e-02,-8.711768686771392822e-02,2.763927355408668518e-02,-1.661581230163574219e+01,-2.078135681152343750e+01
1.057410742187500000e+04,2.523050000000000000e+05,-1.155168563127517700e-01,-9.116760641336441040e-02,-8.929293602705001831e-02,1.900410652160644531e-02,-1.664428329467773438e+01,-2.079126548767089844e+01
1.058242382812500000e+04,2.524960000000000000e+05,1.560700498521327972e-02,1.463117152452468872e-01,7.609350234270095825e-02,5.026045814156532288e-02,-1.664528083801269531e+01,-2.080068206787109375e+01
1.059074804687500000e+04,2.527110000000000000e+05,-1.106606647372245789e-01,9.695568680763244629e-02,2.363245235756039619e-03,9.128174930810928345e-02,-1.664618682861328125e+01,-2.078941154479980469e+01
1.059907812500000000e+04,2.529010000000000000e+05,-2.611435763537883759e-02,1.450866311788558960e-01,5.901573225855827332e-02,6.955706328153610229e-02,-1.662898635864257812e+01,-2.079822349548339844e+01
1.060741503906250000e+04,2.530920000000000000e+05,1.415884941816329956e-01,4.325815290212631226e-02,7.607502490282058716e-02,-5.029343441128730774e-02,-1.659187698364257812e+01,-2.080041694641113281e+01
1.061575781250000000e+04,2.533070000000000000e+05,-8.293000608682632446e-02,-1.222068220376968384e-01,-9.073260426521301270e-02,-8.400958031415939331e-03,-1.661306762695312500e+01,-2.080765914916992188e+01
1.062410742187500000e+04,2.534980000000000000e+05,1.830168999731540680e-02,1.466302573680877686e-01,7.698337733745574951e-02,4.853183776140213013e-02,-1.660839271545410156e+01,-2.081876373291015625e+01
1.063246386718750000e+04,2.536890000000000000e+05,3.949355334043502808e-02,1.423644125461578369e-01,8.323675394058227539e-02,3.673832863569259644e-02,-1.660998725891113281e+01,-2.082071304321289062e+01
1.064082714843750000e+04,2.539040000000000000e+05,-9.736619889736175537e-03,1.474803984165191650e-01,6.653030216693878174e-02,6.228606775403022766e-02,-1.660642433166503906e+01,-2.080616760253906250e+01
1.064919726562500000e+04,2.540950000000000000e+05,1.078058928251266479e-01,-1.015969440340995789e-01,-6.219925824552774429e-03,-9.093090891838073730e-02,-1.658683204650878906e+01,-2.080549621582031250e+01
1.065757324218750000e+04,2.543090000000000000e+05,-5.431488528847694397e-02,-1.374712586402893066e-01,-8.650150150060653687e-02,-2.751895412802696228e-02,-1.660579299926757812e+01,-2.084083175659179688e+01
1.066595605468750000e+04,2.545000000000000000e+05,1.182441227138042450e-02,-1.473532021045684814e-01,-6.540691107511520386e-02,-6.268278509378433228e-02,-1.660493278503417969e+01,-2.085805130004882812e+01
1.067434472656250000e+04,2.546910000000000000e+05,1.473339796066284180e-01,1.446712296456098557e-02,6.402307003736495972e-02,-6.430623680353164673e-02,-1.659226989746093750e+01,-2.084376144409179688e+01
1.068274121093750000e+04,2.549060000000000000e+05,-1.353830993175506592e-01,5.932998657226562500e-02,-2.420393377542495728e-02,8.737774193286895752e-02,-1.660575675964355469e+01,-2.085091018676757812e+01
1.069114355468750000e+04,2.550970000000000000e+05,1.438958793878555298e-01,-3.409845754504203796e-02,3.950325772166252136e-02,-8.159245550632476807e-02,-1.660176467895507812e+01,-2.085242462158203125e+01
1.069955273437500000e+04,2.553110000000000000e+05,-1.211870834231376648e-01,-8.464904874563217163e-02,-8.715479075908660889e-02,2.470381930470466614e-02,-1.660513305664062500e+01,-2.085855865478515625e+01
1.070796875000000000e+04,2.555020000000000000e+05,-8.736012876033782959e-02,1.196384355425834656e-01,2.295613661408424377e-02,8.754152059555053711e-02,-1.658661460876464844e+01,-2.086689376831054688e+01
1.071639062500000000e+04,2.556930000000000000e+05,-1.289889514446258545e-01,7.245253026485443115e-02,-1.530982647091150284e-02,8.915920555591583252e-02,-1.659803390502929688e+01,-2.087047386169433594e+01
1.072481933593750000e+04,2.559080000000000000e+05,-1.012223362922668457e-01,-1.077035218477249146e-01,-9.033960103988647461e-02,6.521896924823522568e-03,-1.660627746582031250e+01,-2.085985946655273438e+01
1.073325488281250000e+04,2.560990000000000000e+05,1.452719569206237793e-01,2.768619172275066376e-02,6.920866668224334717e-02,-5.840191990137100220e-02,-1.660141944885253906e+01,-2.086153030395507812e+01
1.074169726562500000e+04,2.563140000000000000e+05,-1.475508362054824829e-01,-6.900696549564599991e-03,-5.995798856019973755e-02,6.741522252559661865e-02,-1.661167716979980469e+01,-2.089387702941894531e+01
1.075014648437500000e+04,2.565040000000000000e+05,-3.520669415593147278e-02,1.435001194477081299e-01,5.455715954303741455e-02,7.187795639038085938e-02,-1.660910415649414062e+01,-2.089219665527343750e+01
1.075860156250000000e+04,2.567190000000000000e+05,5.650414898991584778e-02,1.364035457372665405e-01,8.626166731119155884e-02,2.535823360085487366e-02,-1.661570358276367188e+01,-2.092367362976074219e+01
1.076706445312500000e+04,2.569100000000000000e+05,-2.564825117588043213e-02,1.457187980413436890e-01,5.918835848569869995e-02,6.801238656044006348e-02,-1.659718513488769531e+01,-2.089965820312500000e+01
1.077553320312500000e+04,2.571250000000000000e+05,-1.421512514352798462e-01,4.070243984460830688e-02,-3.532470017671585083e-02,8.317233622074127197e-02,-1.660276794433593750e+01,-2.088018608093261719e+01
1.078400878906250000e+04,2.573160000000000000e+05,9.313152730464935303e-02,-1.147401630878448486e-01,-1.881543174386024475e-02,-8.802493661642074585e-02,-1.660771560668945312e+01,-2.091385841369628906e+01
1.079249121093750000e+04,2.575070000000000000e+05,-9.345915168523788452e-02,1.145895272493362427e-01,1.868529617786407471e-02,8.806587755680084229e-02,-1.660243225097656250e+01,-2.091260910034179688e+01
1.080097949218750000e+04,2.577210000000000000e+05,1.187158301472663879e-01,8.781585097312927246e-02,8.697138726711273193e-02,-2.294109389185905457e-02,-1.661442375183105469e+01,-2.092034530639648438e+01
1.080947558593750000e+04,2.579120000000000000e+05,8.754038065671920776e-02,-1.194160133600234985e-01,-2.300396934151649475e-02,-8.702141046524047852e-02,-1.659090232849121094e+01,-2.091412544250488281e+01
1.081797753906250000e+04,2.581270000000000000e+05,1.470182240009307861e-01,1.408809795975685120e-02,6.280317902565002441e-02,-6.441323459148406982e-02,-1.661287879943847656e+01,-2.091874122619628906e+01
1.082648632812500000e+04,2.583180000000000000e+05,6.119619123637676239e-03,1.476223468780517578e-01,7.237216830253601074e-02,5.330419540405273438e-02,-1.660950088500976562e+01,-2.092638778686523438e+01
1.083500195312500000e+04,2.585330000000000000e+05,-7.208057492971420288e-02,-1.287559270858764648e-01,-8.857532590627670288e-02,-1.471992209553718567e-02,-1.662067794799804688e+01,-2.093542861938476562e+01
1.084352441406250000e+04,2.587470000000000000e+05,-3.821563348174095154e-02,1.431831717491149902e-01,5.306585878133773804e-02,7.269730418920516968e-02,-1.658331108093261719e+01,-2.091467666625976562e+01
1.085205273437500000e+04,2.589380000000000000e+05,1.356139630079269409e-01,5.852454155683517456e-02,7.921622693538665771e-02,-4.202672466635704041e-02,-1.661219596862792969e+01,-2.094665336608886719e+01
1.086058886718750000e+04,2.591530000000000000e+05,1.242614239454269409e-01,7.997893542051315308e-02,8.514173328876495361e-02,-2.851324155926704407e-02,-1.660796356201171875e+01,-2.093550872802734375e+01
1.086913085937500000e+04,2.593440000000000000e+05,4.650169610977172852e-02,1.401381343603134155e-01,8.417966961860656738e-02,3.126931190490722656e-02,-1.661521530151367188e+01,-2.093450355529785156e+01
1.087768066406250000e+04,2.595590000000000000e+05,-8.836895972490310669e-02,1.185414716601371765e-01,2.253272198140621185e-02,8.662440627813339233e-02,-1.660326957702636719e+01,-2.096285629272460938e+01
1.088623632812500000e+04,2.597500000000000000e+05,8.072593808174133301e-02,-1.237728148698806763e-01,-2.794665470719337463e-02,-8.512090891599655151e-02,-1.660819244384765625e+01,-2.095469284057617188e+01
1.089479882812500000e+04,2.599640000000000000e+05,-1.123726367950439453e-01,9.568197280168533325e-02,2.894509816542267799e-03,8.921336382627487183e-02,-1.661889266967773438e+01,-2.098683166503906250e+01
1.090336816406250000e+04,2.601550000000000000e+05,-9.503522515296936035e-02,1.133550703525543213e-01,1.772714965045452118e-02,8.774992823600769043e-02,-1.659931564331054688e+01,-2.096134185791015625e+01
1.091194433593750000e+04,2.603700000000000000e+05,-1.120337843894958496e-01,9.609708935022354126e-02,3.249870380386710167e-03,8.934921026229858398e-02,-1.661818122863769531e+01,-2.097244453430175781e+01
1.092052734375000000e+04,2.605850000000000000e+05,-1.270254850387573242e-01,-7.570074498653411865e-02,-8.354311436414718628e-02,3.150095045566558838e-02,-1.660229110717773438e+01,-2.098445701599121094e+01
1.092911621093750000e+04,2.607760000000000000e+05,1.437322944402694702e-01,-3.325055167078971863e-02,3.832620382308959961e-02,-8.055769652128219604e-02,-1.662249755859375000e+01,-2.099172210693359375e+01
1.093771289062500000e+04,2.609900000000000000e+05,-9.494192153215408325e-02,1.129933819174766541e-01,1.764737442135810852e-02,8.755443245172500610e-02,-1.661912727355957031e+01,-2.098149108886718750e+01
1.094631542968750000e+04,2.611810000000000000e+05,1.449047178030014038e-01,2.810019999742507935e-02,6.803710758686065674e-02,-5.801099911332130432e-02,-1.661802482604980469e+01,-2.097218322753906250e+01
1.095492578125000000e+04,2.613960000000000000e+05,1.276539117097854614e-01,-7.421403378248214722e-02,1.305162068456411362e-02,-8.832438290119171143e-02,-1.661478805541992188e+01,-2.098457717895507812e+01
1.096354199218750000e+04,2.616110000000000000e+05,7.722763344645500183e-03,-1.475073844194412231e-01,-6.669900566339492798e-02,-5.900521576404571533e-02,-1.661183547973632812e+01,-2.100706291198730469e+01
1.097216601562500000e+04,2.618020000000000000e+05,1.473429650068283081e-01,-9.184184484183788300e-03,5.080316588282585144e-02,-7.303376495838165283e-02,-1.661657142639160156e+01,-2.101554870605468750e+01
1.098079589843750000e+04,2.620160000000000000e+05,4.033793881535530090e-02,1.420242786407470703e-01,8.210901170969009399e-02,3.420313820242881775e-02,-1.661582565307617188e+01,-2.101727676391601562e+01
1.098943261718750000e+04,2.622070000000000000e+05,-7.308673858642578125e-02,-1.279009133577346802e-01,-8.784651756286621094e-02,-1.316096074879169464e-02,-1.663533973693847656e+01,-2.102910804748535156e+01
1.099807617187500000e+04,2.624220000000000000e+05,-9.680373966693878174e-02,1.114485189318656921e-01,1.643700525164604187e-02,8.740456402301788330e-02,-1.661708068847656250e+01,-2.101838111877441406e+01
1.100672753906250000e+04,2.626370000000000000e+05,-3.206403926014900208e-02,1.439291536808013916e-01,5.601922422647476196e-02,6.891843676567077637e-02,-1.662666511535644531e+01,-2.103038406372070312e+01
1.101538476562500000e+04,2.628280000000000000e+05,-6.637561321258544922e-02,1.319647282361984253e-01,3.754344210028648376e-02,8.060275763273239136e-02,-1.661137008666992188e+01,-2.102025794982910156e+01
1.102404882812500000e+04,2.630420000000000000e+05,-1.453256309032440186e-01,-2.587102726101875305e-02,-6.644835323095321655e-02,5.901435762643814087e-02,-1.661765861511230469e+01,-2.102478408813476562e+01
1.103271972656250000e+04,2.632570000000000000e+05,1.167053803801536560e-01,-9.044636785984039307e-02,8.422396495006978512e-04,-8.879696577787399292e-02,-1.661529731750488281e+01,-2.103164672851562500e+01
1.104139746093750000e+04,2.634480000000000000e+05,-1.344134062528610229e-01,6.161307543516159058e-02,-2.116045728325843811e-02,8.645863831043243408e-02,-1.660287475585937500e+01,-2.101117897033691406e+01
1.105008203125000000e+04,2.636630000000000000e+05,1.440692842006683350e-01,3.119363635778427124e-02,6.822141259908676147e-02,-5.658587068319320679e-02,-1.662960243225097656e+01,-2.104791831970214844e+01
1.105877343750000000e+04,2.638780000000000000e+05,1.475892215967178345e-01,3.014001995325088501e-03,5.634749308228492737e-02,-6.839325278997421265e-02,-1.661709594726562500e+01,-2.104982185363769531e+01
1.106747167968750000e+04,2.640680000000000000e+05,1.461916714906692505e-01,-2.126652933657169342e-02,4.434750601649284363e-02,-7.676572352647781372e-02,-1.661060333251953125e+01,-2.104595184326171875e+01
1.107617675781250000e+04,2.642830000000000000e+05,5.787035450339317322e-02,1.358187347650527954e-01,8.536326885223388672e-02,2.305423840880393982e-02,-1.661629104614257812e+01,-2.106882858276367188e+01
1.108488867187500000e+04,2.644980000000000000e+05,-1.077225655317306519e-01,-1.012082993984222412e-01,-8.768323808908462524e-02,1.305244024842977524e-02,-1.660602760314941406e+01,-2.104648399353027344e+01
1.109360742187500000e+04,2.647130000000000000e+05,1.357056573033332825e-02,1.470190435647964478e-01,7.429783046245574951e-02,4.792091622948646545e-02,-1.661568260192871094e+01,-2.106983184814453125e+01
1.110233398437500000e+04,2.649040000000000000e+05,1.411497294902801514e-01,4.283209145069122314e-02,7.229534536600112915e-02,-5.068663507699966431e-02,-1.662384414672851562e+01,-2.108142089843750000e+01
1.111106640625000000e+04,2.651180000000000000e+05,1.464155763387680054e-01,2.031130343675613403e-02,6.361843645572662354e-02,-6.138441339135169983e-02,-1.660547256469726562e+01,-2.107051467895507812e+01
1.111980566406250000e+04,2.653330000000000000e+05,1.044723689556121826e-01,1.042113229632377625e-01,8.748784661293029785e-02,-1.066132728010416031e-02,-1.662052345275878906e+01,-2.109702682495117188e+01
1.112855175781250000e+04,2.655480000000000000e+05,-1.089931726455688477e-01,9.937908500432968140e-02,6.508019752800464630e-03,8.796665817499160767e-02,-1.662426567077636719e+01,-2.108993339538574219e+01
1.113730468750000000e+04,2.657390000000000000e+05,5.212273448705673218e-02,-1.382305324077606201e-01,-4.570767283439636230e-02,-7.550284266471862793e-02,-1.661056518554687500e+01,-2.108469772338867188e+01
1.114606542968750000e+04,2.659530000000000000e+05,-1.473058760166168213e-01,-8.192783221602439880e-03,-5.814821273088455200e-02,6.642302125692367554e-02,-1.662218475341796875e+01,-2.108282279968261719e+01
